Uke,År,Lokalitetsnummer,Lokalitetsnavn,Sykdom,Status,Fra dato,Til dato,Kommunenummer,Kommune,Fylkesnummer,Fylke,Lat,Lon,ProduksjonsområdeId,Produksjonsområde,UtbruddsId,Subtype,Mistanke-dato,Påvist-dato,Tømt-dato,Avsluttet-dato
22,2014,11204,Buviknakken,ILA,Påvist,2014-02-07,2015-08-26,1860,VESTVÅGØY,18,Nordland,68.08428,13.659167,9,Vestfjorden og Vesterålen,,,,,,
22,2014,26595,Djupevika,PD,Påvist,2014-03-13,2016-01-21,1223,TYSNES,12,Hordaland,60.035816,5.342217,3,Karmøy til Sotra,,,,,,
22,2014,32197,Dryna,PD,Påvist,2014-05-28,2015-03-20,1545,MIDSUND,15,Møre og Romsdal,62.6444,6.5568,5,Stadt til Hustadvika,,,,,,
22,2014,21415,Dyrholmen,PD,Påvist,2014-03-06,2015-08-20,1141,FINNØY,11,Rogaland,59.285484,5.8583,2,Ryfylke,,,,,,
22,2014,12033,Dysvik,PD,Påvist,2014-02-26,2014-07-04,1238,KVAM,12,Hordaland,60.191017,5.967617,3,Karmøy til Sotra,,,,,,
22,2014,14041,Edøya,PD,Påvist,2013-10-15,2015-08-10,1617,HITRA,16,Sør-Trøndelag,63.65835,8.694417,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,30137,Edøya II,PD,Påvist,2013-10-15,2015-08-10,1617,HITRA,16,Sør-Trøndelag,63.65805,8.683667,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,10045,Eidholmen,PD,Påvist,2013-08-05,2014-06-23,1244,AUSTEVOLL,12,Hordaland,60.08808,5.120633,3,Karmøy til Sotra,,,,,,
22,2014,32677,Espnestaren,PD,Påvist,2014-01-22,2015-08-10,1620,FRØYA,16,Sør-Trøndelag,63.678017,8.66685,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,24575,Farmannsøya,PD,Påvist,2014-02-07,2015-09-10,1632,ROAN,16,Sør-Trøndelag,64.18636,10.1201,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,26775,Fjølværet Ø,PD,Påvist,2014-02-12,2015-03-03,1620,FRØYA,16,Sør-Trøndelag,63.819233,8.636133,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,19115,Fugløya S,PD,Påvist,2013-12-15,2015-03-03,1613,SNILLFJORD,16,Sør-Trøndelag,63.460682,9.1444,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,13669,Furneset,PD,Påvist,2013-08-02,2014-09-07,1535,VESTNES,15,Møre og Romsdal,62.6461,7.101183,5,Stadt til Hustadvika,,,,,,
22,2014,11530,Gissøysundet S,PD,Påvist,2013-05-15,2014-08-07,1219,BØMLO,12,Hordaland,59.62327,5.159667,3,Karmøy til Sotra,,,,,,
22,2014,13036,Gjengane,PD,Påvist,2014-02-11,2015-05-26,1244,AUSTEVOLL,12,Hordaland,60.071518,5.306383,3,Karmøy til Sotra,,,,,,
22,2014,13852,Gjermundnes,PD,Påvist,2013-09-19,2014-08-08,1535,VESTNES,15,Møre og Romsdal,62.6275,7.192817,5,Stadt til Hustadvika,,,,,,
22,2014,12789,Gunnarøya,PD,Påvist,2013-05-07,2015-09-16,1613,SNILLFJORD,16,Sør-Trøndelag,63.569485,9.467983,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,16755,Hageberg,PD,Påvist,2013-03-19,2014-06-23,1222,FITJAR,12,Hordaland,59.944218,5.434733,3,Karmøy til Sotra,,,,,,
22,2014,13886,Hallarøy V,PD,Påvist,2014-01-02,2015-09-16,1620,FRØYA,16,Sør-Trøndelag,63.998116,9.129283,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,18639,Halsavika,PD,Påvist,2013-06-27,2014-10-06,1146,TYSVÆR,11,Rogaland,59.39232,5.883333,2,Ryfylke,,,,,,
22,2014,11511,Hattasteinen,PD,Påvist,2014-04-30,2014-11-14,1219,BØMLO,12,Hordaland,59.626266,5.250717,3,Karmøy til Sotra,,,,,,
22,2014,30257,Hausan,PD,Påvist,2013-10-18,2015-03-03,1612,HEMNE,16,Sør-Trøndelag,63.45855,8.95495,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,13503,Heggvika,PD,Mistanke,2013-01-17,2014-07-16,1617,HITRA,16,Sør-Trøndelag,63.6106,9.050733,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,32737,Heldalen,ILA,Påvist,2013-11-22,2015-08-26,1860,VESTVÅGØY,18,Nordland,68.10022,13.620333,9,Vestfjorden og Vesterålen,,,,,,
22,2014,10808,Hjellberget,ILA,Påvist,2014-03-07,2014-05-28,1943,KVÆNANGEN,19,Troms,69.9116,21.597166,11,Kvaløya til Loppa,,,,,,
22,2014,12871,Hogsnes,PD,Påvist,2013-11-01,2014-06-19,1554,AVERØY,15,Møre og Romsdal,63.093033,7.675883,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,30377,Hogsneset Nord,PD,Påvist,2013-11-01,2014-06-19,1554,AVERØY,15,Møre og Romsdal,63.099934,7.670267,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,32757,Horgefjorden,PD,Påvist,2013-08-19,2014-06-23,1244,AUSTEVOLL,12,Hordaland,60.09942,5.117883,3,Karmøy til Sotra,,,,,,
22,2014,11251,Hysjorda,ILA,Påvist,2013-06-28,2014-10-31,1867,BØ I NORDLAND,18,Nordland,68.78958,14.627,9,Vestfjorden og Vesterålen,,,,,,
22,2014,12599,Indre Skjervøy,PD,Mistanke,2013-12-11,2015-09-10,1633,OSEN,16,Sør-Trøndelag,64.2858,10.30905,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,19977,Jektholmen,PD,Påvist,2013-09-27,2017-02-02,1630,ÅFJORD,16,Sør-Trøndelag,63.99495,9.928317,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,12260,Juvika,PD,Påvist,2014-01-03,2015-03-20,1545,MIDSUND,15,Møre og Romsdal,62.66477,6.696767,5,Stadt til Hustadvika,,,,,,
22,2014,12348,Kåholmen,PD,Mistanke,2013-01-22,2014-07-16,1617,HITRA,16,Sør-Trøndelag,63.617184,8.994133,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,22915,Kalsøyflu,PD,Påvist,2013-06-20,2014-06-23,1244,AUSTEVOLL,12,Hordaland,60.0398,5.117883,3,Karmøy til Sotra,,,,,,
22,2014,14042,Kattholmen,PD,Mistanke,2013-11-06,2015-03-03,1620,FRØYA,16,Sør-Trøndelag,63.870968,8.679017,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,30437,Kattholmen II,PD,Påvist,2013-10-15,2015-03-03,1620,FRØYA,16,Sør-Trøndelag,63.8661,8.675683,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,28976,Kelvesteinen,PD,Påvist,2013-08-22,2015-05-21,1246,FJELL,12,Hordaland,60.4029,5.063717,3,Karmøy til Sotra,,,,,,
22,2014,11913,Kjeahola,PD,Påvist,2013-02-14,2015-03-25,1141,FINNØY,11,Rogaland,59.2933,6.0729,2,Ryfylke,,,,,,
22,2014,18275,Kjeringå,PD,Påvist,2014-01-20,2015-08-07,1141,FINNØY,11,Rogaland,59.19205,5.870067,2,Ryfylke,,,,,,
22,2014,26135,Kjørsvikgrunn,PD,Påvist,2013-09-11,2015-03-03,1612,HEMNE,16,Sør-Trøndelag,63.457565,9.076,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,32577,Klammerholmen,PD,Mistanke,2014-03-26,2015-07-28,1244,AUSTEVOLL,12,Hordaland,60.08165,5.168567,3,Karmøy til Sotra,,,,,,
22,2014,11201,Kolvikodden Ø,ILA,Påvist,2013-04-24,2015-08-26,1860,VESTVÅGØY,18,Nordland,68.088165,13.68965,9,Vestfjorden og Vesterålen,,,,,,
22,2014,19195,Korsholman,PD,Mistanke,2014-01-23,2015-08-10,1617,HITRA,16,Sør-Trøndelag,63.597218,8.51575,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,30297,Krabbholmen,PD,Mistanke,2013-06-07,2014-07-03,1630,ÅFJORD,16,Sør-Trøndelag,63.94438,9.880667,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,33177,Krabbholmen II,PD,Påvist,2013-06-07,2014-07-03,1630,ÅFJORD,16,Sør-Trøndelag,63.9399,9.88575,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,12476,Kråka Nø,PD,Påvist,2013-07-01,2014-06-03,1573,SMØLA,15,Møre og Romsdal,63.476818,8.060967,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,14040,Krigsholmen,PD,Påvist,2013-07-15,2014-06-23,1244,AUSTEVOLL,12,Hordaland,60.081383,5.124117,3,Karmøy til Sotra,,,,,,
22,2014,13222,Kunes,PD,Påvist,2013-06-24,2015-03-25,1141,FINNØY,11,Rogaland,59.21137,5.9532,2,Ryfylke,,,,,,
22,2014,24975,Kvernavika,PD,Mistanke,2014-03-13,2015-06-08,1223,TYSNES,12,Hordaland,60.069283,5.351183,3,Karmøy til Sotra,,,,,,
22,2014,13234,Kysnes,PD,Påvist,2014-04-15,2015-07-02,1227,JONDAL,12,Hordaland,60.19877,6.09685,3,Karmøy til Sotra,,,,,,
22,2014,11928,Langavika,PD,Påvist,2013-06-13,2015-03-25,1133,HJELMELAND,11,Rogaland,59.232067,6.008317,2,Ryfylke,,,,,,
22,2014,12380,Langøya/Kvaløya,PD,Påvist,2014-05-14,2015-03-03,1620,FRØYA,16,Sør-Trøndelag,63.791096,8.60728,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,20559,Langskjæra,PD,Påvist,2013-12-05,2015-03-03,1620,FRØYA,16,Sør-Trøndelag,63.8225,8.75505,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,33557,Langskjæra II,PD,Påvist,2013-12-05,2015-03-03,1620,FRØYA,16,Sør-Trøndelag,63.82245,8.74075,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,10990,Lille Åsvær,ILA,Påvist,2014-02-28,2014-06-03,1827,DØNNA,18,Nordland,66.22988,12.317533,8,Helgeland til Bodø,,,,,,
22,2014,12392,Lille Torsøy,PD,Mistanke,2014-01-23,2015-08-10,1617,HITRA,16,Sør-Trøndelag,63.605633,8.48855,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,29056,Lille Torsøy II,PD,Mistanke,2014-01-23,2015-08-10,1617,HITRA,16,Sør-Trøndelag,63.60803,8.494633,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,12966,Lindvik,PD,Påvist,2014-03-27,2016-05-27,1160,VINDAFJORD,11,Rogaland,59.4752,5.978667,2,Ryfylke,,,,,,
22,2014,14043,Lybergsvika,PD,Påvist,2013-11-28,2015-09-09,1539,RAUMA,15,Møre og Romsdal,62.641582,7.448583,5,Stadt til Hustadvika,,,,,,
22,2014,10292,Lyklingholmen N,PD,Påvist,2014-01-30,2014-06-23,1219,BØMLO,12,Hordaland,59.714535,5.15405,3,Karmøy til Sotra,,,,,,
22,2014,10232,Mannbruholmen,PD,Påvist,2013-11-01,2015-03-03,1620,FRØYA,16,Sør-Trøndelag,63.8473,8.53675,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,11611,Naveide,PD,Mistanke,2013-08-07,2014-06-23,1244,AUSTEVOLL,12,Hordaland,60.13907,5.112783,3,Karmøy til Sotra,,,,,,
22,2014,14495,Nordeimsøyna,PD,Påvist,2014-04-16,2015-08-20,1141,FINNØY,11,Rogaland,59.28695,5.812483,2,Ryfylke,,,,,,
22,2014,10197,Opshaugvik,PD,Påvist,2014-01-31,2014-07-09,1525,STRANDA,15,Møre og Romsdal,62.28765,6.990333,5,Stadt til Hustadvika,,,,,,
22,2014,12394,Ørnøya,PD,Påvist,2013-10-24,2015-03-03,1620,FRØYA,16,Sør-Trøndelag,63.761868,8.445183,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,24696,Ørnøya II,PD,Mistanke,2013-10-24,2015-03-03,1620,FRØYA,16,Sør-Trøndelag,63.759167,8.449133,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,13888,Osholmen,PD,Påvist,2013-03-04,2014-07-16,1617,HITRA,16,Sør-Trøndelag,63.6617,9.136383,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,11205,Oterholmen I,ILA,Påvist,2013-11-01,2015-08-26,1860,VESTVÅGØY,18,Nordland,68.092636,13.634483,9,Vestfjorden og Vesterålen,,,,,,
22,2014,13554,Overåneset,PD,Påvist,2014-03-31,2014-11-05,1525,STRANDA,15,Møre og Romsdal,62.296516,7.123917,5,Stadt til Hustadvika,,,,,,
22,2014,28636,Rataren,PD,Påvist,2013-10-24,2015-03-03,1620,FRØYA,16,Sør-Trøndelag,63.780884,8.517383,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,31959,Rataren II,PD,Påvist,2013-12-13,2015-03-03,1620,FRØYA,16,Sør-Trøndelag,63.782383,8.526367,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,30817,Raudøya,PD,Påvist,2013-10-31,2015-11-28,1633,OSEN,16,Sør-Trøndelag,64.3646,10.439133,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,29896,Renndalen,PD,Påvist,2013-09-27,2014-09-24,1571,HALSA,15,Møre og Romsdal,63.176167,8.616817,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,12784,Ringholmen,PD,Påvist,2014-01-27,2015-09-16,1613,SNILLFJORD,16,Sør-Trøndelag,63.56,9.41005,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,11964,Ringja,PD,Påvist,2013-06-27,2014-10-06,1146,TYSVÆR,11,Rogaland,59.405468,5.8631,2,Ryfylke,,,,,,
22,2014,10822,Rivarbukt,PD,Påvist,2013-07-05,2015-03-20,2012,ALTA,20,Finnmark,70.08587,22.6618,12,Vest-Finnmark,,,,,,
22,2014,12867,Rokset,PD,Påvist,2013-03-02,2014-06-11,1554,AVERØY,15,Møre og Romsdal,62.97375,7.646183,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,10328,Sagvik,PD,Påvist,2013-06-20,2014-07-04,1238,KVAM,12,Hordaland,60.141033,5.906933,3,Karmøy til Sotra,,,,,,
22,2014,12884,Sandnesbukta,PD,Påvist,2013-10-11,2014-10-21,1543,NESSET,15,Møre og Romsdal,62.7369,7.8775,5,Stadt til Hustadvika,,,,,,
22,2014,19135,Sandøya III,PD,Påvist,2014-02-06,2015-09-10,1632,ROAN,16,Sør-Trøndelag,64.243385,10.26445,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,24115,Singsholmen,PD,Påvist,2013-10-16,2015-03-03,1617,HITRA,16,Sør-Trøndelag,63.41975,8.411617,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,19635,Skatleia,ILA,Påvist,2014-05-07,2014-10-31,1867,BØ I NORDLAND,18,Nordland,68.8001,14.593767,9,Vestfjorden og Vesterålen,,,,,,
22,2014,26738,Skiftesvika,PD,Påvist,2014-04-03,2016-04-15,1141,FINNØY,11,Rogaland,59.167885,5.920667,2,Ryfylke,,,,,,
22,2014,30117,Skognes,ILA,Påvist,2013-05-28,2014-05-28,1941,SKJERVØY,19,Troms,69.96167,20.97695,11,Kvaløya til Loppa,,,,,,
22,2014,32877,Skorpo,PD,Påvist,2013-07-11,2014-09-03,1243,OS I HORDALAND,12,Hordaland,60.173317,5.293683,3,Karmøy til Sotra,,,,,,
22,2014,30997,Skrubbholmen,PD,Påvist,2014-05-14,2014-07-22,1751,NÆRØY,17,Nord-Trøndelag,64.801735,11.162183,7,Nord-Trøndelag med Bindal,,,,,,
22,2014,28096,Slåttenes,PD,Påvist,2013-07-26,2015-06-08,1224,KVINNHERAD,12,Hordaland,59.83222,5.984267,3,Karmøy til Sotra,,,,,,
22,2014,26155,Slåttholmen,PD,Påvist,2013-12-01,2015-03-03,1612,HEMNE,16,Sør-Trøndelag,63.44779,8.958173,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,13032,Sølvøyane,PD,Påvist,2013-05-15,2014-06-23,1219,BØMLO,12,Hordaland,59.609932,5.133867,3,Karmøy til Sotra,,,,,,
22,2014,15375,Sørøyflesa,PD,Påvist,2014-01-02,2015-09-16,1620,FRØYA,16,Sør-Trøndelag,63.98405,9.057067,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,19015,Stokkvika,PD,Påvist,2014-05-22,2016-01-21,1612,HEMNE,16,Sør-Trøndelag,63.333534,9.180583,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,11971,Store Teistholmen Ø,PD,Påvist,2013-06-19,2015-03-25,1102,SANDNES,11,Rogaland,58.976368,5.863067,2,Ryfylke,,,,,,
22,2014,13727,Svellungen,PD,Mistanke,2013-07-15,2014-07-16,1617,HITRA,16,Sør-Trøndelag,63.655285,9.156795,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,13057,Teigland I,PD,Påvist,2014-02-12,2014-07-18,1238,KVAM,12,Hordaland,60.17935,5.959917,3,Karmøy til Sotra,,,,,,
22,2014,12449,Tennøya,PD,Påvist,2013-10-15,2015-03-03,1620,FRØYA,16,Sør-Trøndelag,63.802567,8.433583,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,12268,Terningen,PD,Påvist,2014-05-28,2015-03-20,1545,MIDSUND,15,Møre og Romsdal,62.6431,6.54805,5,Stadt til Hustadvika,,,,,,
22,2014,10054,Tobbeholmane,PD,Påvist,2014-02-07,2015-05-26,1244,AUSTEVOLL,12,Hordaland,60.02432,5.30815,3,Karmøy til Sotra,,,,,,
22,2014,30837,Torangskjeret,PD,Påvist,2014-03-26,2015-07-28,1244,AUSTEVOLL,12,Hordaland,60.130184,5.176033,3,Karmøy til Sotra,,,,,,
22,2014,29336,Trælsøyosen,PD,Påvist,2013-05-03,2014-08-07,1244,AUSTEVOLL,12,Hordaland,60.1178,5.2702,3,Karmøy til Sotra,,,,,,
22,2014,32717,Tranøya N,PD,Påvist,2012-11-07,2017-02-02,1627,BJUGN,16,Sør-Trøndelag,63.872032,9.769783,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,32857,Trettholmosen,PD,Påvist,2013-08-29,2014-06-23,1219,BØMLO,12,Hordaland,59.831932,5.0801,3,Karmøy til Sotra,,,,,,
22,2014,10821,Tuvan,PD,Påvist,2013-01-21,2015-03-23,2012,ALTA,20,Finnmark,70.09161,22.708982,12,Vest-Finnmark,,,,,,
22,2014,13562,Uføro,PD,Påvist,2013-09-26,2015-01-28,1221,STORD,12,Hordaland,59.877434,5.52725,3,Karmøy til Sotra,,,,,,
22,2014,13570,Ulværholmen,PD,Mistanke,2013-07-01,2014-08-30,1617,HITRA,16,Sør-Trøndelag,63.598217,9.116583,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,32437,Urda,PD,Påvist,2012-11-29,2015-10-23,1566,SURNADAL,15,Møre og Romsdal,63.000534,8.325633,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,11533,Usholmsvika,PD,Påvist,2014-04-02,2015-05-21,1245,SUND,12,Hordaland,60.1749,5.0917,3,Karmøy til Sotra,,,,,,
22,2014,24197,Værøya Ø,PD,Påvist,2013-10-15,2015-03-03,1617,HITRA,16,Sør-Trøndelag,63.415966,8.483883,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,31557,Valøyan,PD,Påvist,2014-03-05,2015-03-03,1620,FRØYA,16,Sør-Trøndelag,63.81735,8.462483,6,Nordmøre og Sør-Trøndelag,,,,,,
22,2014,10504,Vedvika,ILA,Påvist,2014-05-23,2014-10-31,1867,BØ I NORDLAND,18,Nordland,68.77659,14.613858,9,Vestfjorden og Vesterålen,,,,,,
22,2014,13837,Verpeide,PD,Påvist,2014-05-09,2014-11-11,1439,VÅGSØY,14,Sogn og Fjordane,61.902954,5.207967,4,Nordhordaland til Stadt,,,,,,
22,2014,12839,Vindsnes,PD,Påvist,2014-04-30,2015-03-09,1524,NORDDAL,15,Møre og Romsdal,62.28505,7.279633,5,Stadt til Hustadvika,,,,,,
22,2014,32617,Ytre Koven,PD,Påvist,2012-08-22,2015-03-23,2012,ALTA,20,Finnmark,70.14235,22.893534,12,Vest-Finnmark,,,,,,
21,2014,12095,Bergadalen,PD,Påvist,2013-07-05,2015-07-03,1238,KVAM,12,Hordaland,60.1216,5.908883,3,Karmøy til Sotra,,,,,,
21,2014,11248,Bonhammaren,ILA,Påvist,2013-06-26,2014-06-23,1867,BØ I NORDLAND,18,Nordland,68.81738,14.7101,9,Vestfjorden og Vesterålen,,,,,,
21,2014,15796,Borgarliflot,PD,Påvist,2014-03-27,2014-06-06,1134,SULDAL,11,Rogaland,59.388035,5.929283,2,Ryfylke,,,,,,
21,2014,11488,Brattavika,PD,Påvist,2014-03-10,2015-07-28,1244,AUSTEVOLL,12,Hordaland,60.04355,5.302817,3,Karmøy til Sotra,,,,,,
21,2014,12594,Breidvika,PD,Mistanke,2013-12-07,2015-09-10,1633,OSEN,16,Sør-Trøndelag,64.295364,10.397483,6,Nordmøre og Sør-Trøndelag,,,,,,
21,2014,11574,Breivik S,PD,Påvist,2014-05-22,2014-11-14,1219,BØMLO,12,Hordaland,59.671185,5.31215,3,Karmøy til Sotra,,,,,,
21,2014,13491,Bringberget,PD,Mistanke,2013-07-04,2015-11-18,1612,HEMNE,16,Sør-Trøndelag,63.355484,9.133583,6,Nordmøre og Sør-Trøndelag,,,,,,
21,2014,33537,Buholmen,PD,Påvist,2014-02-07,2015-09-10,1632,ROAN,16,Sør-Trøndelag,64.1569,10.008917,6,Nordmøre og Sør-Trøndelag,,,,,,
21,2014,11543,Buholmen Ø,PD,Påvist,2013-07-12,2014-06-23,1244,AUSTEVOLL,12,Hordaland,60.0216,5.07985,3,Karmøy til Sotra,,,,,,
21,2014,13105,Bukalholmane Ø,ILA,Påvist,2013-07-31,2014-06-03,1818,HERØY I NORDLAND,18,Nordland,66.10757,12.177017,8,Helgeland til Bodø,,,,,,
21,2014,11204,Buviknakken,ILA,Påvist,2014-02-07,2015-08-26,1860,VESTVÅGØY,18,Nordland,68.08428,13.659167,9,Vestfjorden og Vesterålen,,,,,,
21,2014,26595,Djupevika,PD,Påvist,2014-03-13,2016-01-21,1223,TYSNES,12,Hordaland,60.035816,5.342217,3,Karmøy til Sotra,,,,,,
21,2014,21415,Dyrholmen,PD,Påvist,2014-03-06,2015-08-20,1141,FINNØY,11,Rogaland,59.285484,5.8583,2,Ryfylke,,,,,,
21,2014,12033,Dysvik,PD,Påvist,2014-02-26,2014-07-04,1238,KVAM,12,Hordaland,60.191017,5.967617,3,Karmøy til Sotra,,,,,,
21,2014,14041,Edøya,PD,Påvist,2013-10-15,2015-08-10,1617,HITRA,16,Sør-Trøndelag,63.65835,8.694417,6,Nordmøre og Sør-Trøndelag,,,,,,
21,2014,30137,Edøya II,PD,Påvist,2013-10-15,2015-08-10,1617,HITRA,16,Sør-Trøndelag,63.65805,8.683667,6,Nordmøre og Sør-Trøndelag,,,,,,
21,2014,10045,Eidholmen,PD,Påvist,2013-08-05,2014-06-23,1244,AUSTEVOLL,12,Hordaland,60.08808,5.120633,3,Karmøy til Sotra,,,,,,
21,2014,32677,Espnestaren,PD,Påvist,2014-01-22,2015-08-10,1620,FRØYA,16,Sør-Trøndelag,63.67782,8.666233,6,Nordmøre og Sør-Trøndelag,,,,,,
21,2014,24575,Farmannsøya,PD,Påvist,2014-02-07,2015-09-10,1632,ROAN,16,Sør-Trøndelag,64.18636,10.1201,6,Nordmøre og Sør-Trøndelag,,,,,,
21,2014,26775,Fjølværet Ø,PD,Påvist,2014-02-12,2015-03-03,1620,FRØYA,16,Sør-Trøndelag,63.819233,8.636133,6,Nordmøre og Sør-Trøndelag,,,,,,
21,2014,19115,Fugløya S,PD,Påvist,2013-12-15,2015-03-03,1613,SNILLFJORD,16,Sør-Trøndelag,63.460682,9.1444,6,Nordmøre og Sør-Trøndelag,,,,,,
21,2014,13669,Furneset,PD,Påvist,2013-08-02,2014-09-07,1535,VESTNES,15,Møre og Romsdal,62.6461,7.101183,5,Stadt til Hustadvika,,,,,,
21,2014,11530,Gissøysundet S,PD,Påvist,2013-05-15,2014-08-07,1219,BØMLO,12,Hordaland,59.62327,5.159667,3,Karmøy til Sotra,,,,,,
21,2014,13036,Gjengane,PD,Påvist,2014-02-11,2015-05-26,1244,AUSTEVOLL,12,Hordaland,60.071518,5.306383,3,Karmøy til Sotra,,,,,,
21,2014,13852,Gjermundnes,PD,Påvist,2013-09-19,2014-08-08,1535,VESTNES,15,Møre og Romsdal,62.6275,7.192817,5,Stadt til Hustadvika,,,,,,
21,2014,11690,Grasholmen,PD,Påvist,2013-07-05,2014-05-23,1260,RADØY,12,Hordaland,60.595768,5.159717,4,Nordhordaland til Stadt,,,,,,
21,2014,12789,Gunnarøya,PD,Påvist,2013-05-07,2015-09-16,1613,SNILLFJORD,16,Sør-Trøndelag,63.569485,9.467983,6,Nordmøre og Sør-Trøndelag,,,,,,
21,2014,16755,Hageberg,PD,Påvist,2013-03-19,2014-06-23,1222,FITJAR,12,Hordaland,59.944218,5.434733,3,Karmøy til Sotra,,,,,,
21,2014,13886,Hallarøy V,PD,Påvist,2014-01-02,2015-09-16,1620,FRØYA,16,Sør-Trøndelag,63.998116,9.129283,6,Nordmøre og Sør-Trøndelag,,,,,,
21,2014,18639,Halsavika,PD,Påvist,2013-06-27,2014-10-06,1146,TYSVÆR,11,Rogaland,59.39232,5.883333,2,Ryfylke,,,,,,
21,2014,11511,Hattasteinen,PD,Påvist,2014-04-30,2014-11-14,1219,BØMLO,12,Hordaland,59.626266,5.250717,3,Karmøy til Sotra,,,,,,
21,2014,30257,Hausan,PD,Påvist,2013-10-18,2015-03-03,1612,HEMNE,16,Sør-Trøndelag,63.45855,8.95495,6,Nordmøre og Sør-Trøndelag,,,,,,
21,2014,13503,Heggvika,PD,Mistanke,2013-01-17,2014-07-16,1617,HITRA,16,Sør-Trøndelag,63.6106,9.050733,6,Nordmøre og Sør-Trøndelag,,,,,,
21,2014,32737,Heldalen,ILA,Påvist,2013-11-22,2015-08-26,1860,VESTVÅGØY,18,Nordland,68.10022,13.620333,9,Vestfjorden og Vesterålen,,,,,,
21,2014,10808,Hjellberget,ILA,Påvist,2014-03-07,2014-05-28,1943,KVÆNANGEN,19,Troms,69.9116,21.597166,11,Kvaløya til Loppa,,,,,,
21,2014,12871,Hogsnes,PD,Påvist,2013-11-01,2014-06-19,1554,AVERØY,15,Møre og Romsdal,63.093033,7.675883,6,Nordmøre og Sør-Trøndelag,,,,,,
21,2014,30377,Hogsneset Nord,PD,Påvist,2013-11-01,2014-06-19,1554,AVERØY,15,Møre og Romsdal,63.099934,7.670267,6,Nordmøre og Sør-Trøndelag,,,,,,
21,2014,32757,Horgefjorden,PD,Påvist,2013-08-19,2014-06-23,1244,AUSTEVOLL,12,Hordaland,60.09942,5.117883,3,Karmøy til Sotra,,,,,,
21,2014,11251,Hysjorda,ILA,Påvist,2013-06-28,2014-10-31,1867,BØ I NORDLAND,18,Nordland,68.78958,14.627,9,Vestfjorden og Vesterålen,,,,,,
21,2014,12599,Indre Skjervøy,PD,Mistanke,2013-12-11,2015-09-10,1633,OSEN,16,Sør-Trøndelag,64.2858,10.30905,6,Nordmøre og Sør-Trøndelag,,,,,,
21,2014,19977,Jektholmen,PD,Påvist,2013-09-27,2017-02-02,1630,ÅFJORD,16,Sør-Trøndelag,63.99495,9.928317,6,Nordmøre og Sør-Trøndelag,,,,,,
21,2014,12260,Juvika,PD,Påvist,2014-01-03,2015-03-20,1545,MIDSUND,15,Møre og Romsdal,62.66477,6.696767,5,Stadt til Hustadvika,,,,,,
